s_p_number_address,s_p_port_address_Masked,s_p_equipment_number,s_p_location_address_Masked,o_p_number_address,o_p_number_type_of_number,call_type,start_time_stamp,service_code,duration_volume,xfile_charge_amount,in_account_before_call_amount,in_account_after_call_amount,package_id,purchasment_flag,xfile_ind,actual_volume,bd_ingestion_timestamp,usage_counter_01_id,usage_counter_01_before,usage_counter_01_delta,usage_counter_02_id,usage_counter_02_before,usage_counter_02_delta,usage_counter_03_id,usage_counter_03_before,usage_counter_03_delta,usage_counter_04_id,usage_counter_04_before,usage_counter_04_delta,usage_counter_05_id,usage_counter_05_before,usage_counter_05_delta,usage_accum_id_01,usage_accum_before_01,usage_accum_delta_01,usage_accum_id_02,usage_accum_before_02,usage_accum_delta_02,usage_accum_id_03,usage_accum_before_03,usage_accum_delta_03,usage_accum_id_04,usage_accum_before_04,usage_accum_delta_04,usage_accum_id_05,usage_accum_before_05,usage_accum_delta_05,usage_dedicated_01_id,usage_dedicated_01_volume,usage_dedicated_01_before,usage_dedicated_01_delta,usage_dedicated_01_unit,usage_dedicated_02_id,usage_dedicated_02_volume,usage_dedicated_02_before,usage_dedicated_02_delta,usage_dedicated_02_unit,usage_dedicated_03_id,usage_dedicated_03_volume,usage_dedicated_03_before,usage_dedicated_03_delta,usage_dedicated_03_unit,usage_dedicated_04_id,usage_dedicated_04_volume,usage_dedicated_04_before,usage_dedicated_04_delta,usage_dedicated_04_unit,usage_dedicated_05_id,usage_dedicated_05_volume,usage_dedicated_05_before,usage_dedicated_05_delta,usage_dedicated_05_unit,usage_dedicated_06_id,usage_dedicated_06_volume,usage_dedicated_06_before,usage_dedicated_06_delta,usage_dedicated_06_unit,usage_dedicated_07_id,usage_dedicated_07_volume,usage_dedicated_07_before,usage_dedicated_07_delta,usage_dedicated_07_unit,usage_dedicated_08_id,usage_dedicated_08_volume,usage_dedicated_08_before,usage_dedicated_08_delta,usage_dedicated_08_unit,usage_dedicated_09_id,usage_dedicated_09_volume,usage_dedicated_09_before,usage_dedicated_09_delta,usage_dedicated_09_unit,usage_dedicated_10_id,usage_dedicated_10_volume,usage_dedicated_10_before,usage_dedicated_10_delta,usage_dedicated_10_unit,content_category,content_description,content_product_category,content_sub_category,partition_transaction_date
foQv8xTsE7ZIv6Fj1MP+yg==,P2,JO7k/SBBDt9WKegbYBvF1z2BTTdRfSNSs32oOr5QED4=,Loc2,internet.vodafone.net,NULL,12,2.02107E+13,141,0,NULL,NULL,NULL,6172,0,NULL,30720,7/20/2021 4:54,317,3643975680,30720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/19/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc14,internet.vodafone.net,1,12,2.02107E+13,141,531,0.488,6.577,6.577,8699,0,H,2573863,7/9/2021 3:48,9009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,2560000,15,0.488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc15,1Fjt9MPeGvE98by58tOdDA==,1,1,2.02107E+13,1,265,1,0.006,0.006,NULL,NULL,NULL,NULL,7/20/2021 4:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,300,68.747,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/18/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc16,jbnBxxpQNfPlOJIxEFfk2g==,1,2,2.02107E+13,1,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021 3:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/9/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc1,adC2ThUN7uo9exa5UjKxLA==,1,1,2.02107E+13,1,136,0.8,0,0,NULL,NULL,NULL,NULL,7/22/2021 4:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,180,52.377,0.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc17,q34GJpqWdwTN7Ea57+jHOw==,1,2,2.02107E+13,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/22/2021 4:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,P1,hCXQFnvkyMrDImEQkQQ48D2BTTdRfSNSs32oOr5QED4=,Loc18,internet.vodafone.net,1,12,2.02107E+13,141,0,13.555,0,0,8989,0,H,71022411,7/4/2021 4:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,102400,0.038,0.02,1,121,70963200,75.609,13.535,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.195,0.24,0.24,25521,0,H,508602,7/24/2021 3:51,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,512000,288.652,0.195,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/23/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0.24,0.24,25520,0,H,55186,7/24/2021 3:51,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,102400,288.457,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/23/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc16,tj7DjjIp4WYispset+k/HQ==,1,2,2.02107E+13,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021 3:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/7/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0.16,0.16,10001,0,H,21767,7/26/2021 5:08,10001,39526400,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/25/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.078,0.16,0.16,25521,0,H,198831,7/26/2021 5:08,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,204800,264.102,0.078,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/25/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.078,0.16,0.16,25520,0,H,308326,7/26/2021 5:08,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,409600,264.023,0.078,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/25/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc15,NOAiadCL7PIWSrztE7PN4g==,1,2,2.02107E+13,1,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/5/2021 4:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4/2021
8ySmk8EywRlta7jz6YdwWQ==,P6,A91erjzBT9xXhdFA0Qr2LA==,Loc19,XoKEekhYw3gZPOm+9FrrQg==,1,1,2.02107E+13,4,0,0.14,11.44,11.3,NULL,NULL,NULL,NULL,7/5/2021 4:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc20,internet.vodafone.net,1,12,2.02107E+13,141,0,0,14.538,14.538,12345,0,H,116169,7/5/2021 4:15,989,133120,122880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/3/2021
1E/lRM+T4lTB/971N/fB4w==,P1,hCXQFnvkyMrDImEQkQQ48D2BTTdRfSNSs32oOr5QED4=,Loc21,internet.vodafone.net,1,12,2.02107E+13,141,7180,2.93,0,0,8787,0,H,15283072,7/5/2021 4:15,8787,409600,15360000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,15360000,9.922,2.93,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/3/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc22,s5DZrx9+wzX7kEp8bliWZA==,1,2,2.02107E+13,1,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/31/2021 5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
foQv8xTsE7ZIv6Fj1MP+yg==,P2,JO7k/SBBDt9WKegbYBvF1z2BTTdRfSNSs32oOr5QED4=,Loc23,internet.vodafone.net,NULL,12,2.02107E+13,141,7180,NULL,NULL,NULL,6172,0,NULL,154695680,7/20/2021 4:54,317,3489146880,154695680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/19/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,Tg98ED0OKSyfcZymJlsEbQ==,Loc24,FACEBOOK,1,2,2.02107E+13,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/7/2021 3:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/6/2021
1E/lRM+T4lTB/971N/fB4w==,P1,hCXQFnvkyMrDImEQkQQ48D2BTTdRfSNSs32oOr5QED4=,Loc5,internet.vodafone.net,1,12,2.02107E+13,141,0,0.352,0,0,8989,0,H,1770906,7/6/2021 7:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,1843200,75.404,0.352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/5/2021
foQv8xTsE7ZIv6Fj1MP+yg==,P2,JO7k/SBBDt9WKegbYBvF1z2BTTdRfSNSs32oOr5QED4=,Loc2,internet.vodafone.net,NULL,12,2.02107E+13,141,25130,NULL,NULL,NULL,6172,0,NULL,284067840,7/17/2021 3:51,317,NULL,284067840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/15/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.039,0,0,8536,0,H,116398,7/9/2021 3:48,233,412774400,204800,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,204800,89.684,0.039,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,u0RK1aFILunpbWdSBcboLz2BTTdRfSNSs32oOr5QED4=,Loc26,internet.vodafone.net,1,12,2.02107E+13,141,0,1.211,0.006,0.006,6868,0,H,6311533,8/1/2021 5:13,6868,4138905600,6348800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,6348800,49.225,1.211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/31/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.352,0,0,8536,0,H,3669103,7/6/2021 7:15,10016,NULL,3686400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3686400,108.098,0.352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/5/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,Tg98ED0OKSyfcZymJlsEbQ==,Loc27,rdvfMg3W3L4kdJzAq0yyHA==,1,2,2.02107E+13,1,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/17/2021 3:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/16/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc7,bM2t33IsxNILwwDgZXrrSQ==,1,1,2.02107E+13,1,27,0.2,0.006,0.006,NULL,NULL,NULL,NULL,7/31/2021 5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,60,10.881,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
