subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
8ySmk8EywRlta7jz6YdwWQ==,NULL,20210704 22:35:25,DEB,ECOFEES,-0.01,Unknown,723,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210728 07:00:24,STAMPTXADJ,DEB,0,NULL,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,2.0067,0,4,7/29/2021 13:27,7/28/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210706 23:50:51,DEB,ECOFEES,-0.01,Unknown,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/8/2021 1:12,7/6/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210716 00:34:34,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,332796,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210707 00:43:46,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,473223,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210715 18:43:55,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210711 00:35:32,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,452022,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210727 00:24:46,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210704 00:43:37,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,473327,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
foQv8xTsE7ZIv6Fj1MP+yg==,1.21E+37,20210716 00:06:34,DEB,MIONBILLIM-CLR,NULL,RMD-SDP-94A,6172,NULL,NULL,NULL,68,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210726 00:45:45,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,122,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210714 00:45:52,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,121,-55.008594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210731 00:35:54,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,505444,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210709 00:34:54,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362066,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210707 00:17:34,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210718 00:00:08,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210716 09:11:20,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210711 00:20:12,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,2.02E+36,20210711 00:32:18,DEB,TEST,NULL,EXT,419,NULL,NULL,0,56,12,NULL,NULL,NULL,1.01E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210729 00:07:18,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210715 00:35:53,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,510802,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210706 00:24:40,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210730 00:08:16,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210721 00:34:35,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,334993,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210717 00:06:51,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210713 00:01:02,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210708 00:36:01,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,525644,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
Qnig2waEGtW6FmPUq8bE1w==,3.93E+37,20210727 08:08:12,DEB,MIKE3ALNOTA,NULL,NULL,719,NULL,NULL,0,48,-0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_bonusadjust,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210709 00:39:31,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210727 12:29:10,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210729 00:07:18,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210723 00:45:48,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210724 00:34:37,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,336432,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210709 00:37:20,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,580781,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210731 00:20:08,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210716 00:43:14,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,464193,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210718 00:34:33,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,330806,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210722 16:32:54,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210706 00:35:53,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,518250,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210731 00:45:36,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
1E/lRM+T4lTB/971N/fB4w==,2.02E+36,20210728 13:29:43,DEB,C-ROLLOVER-FAKKA4.25,NULL,EXT,419,NULL,NULL,0,117,-3.62,NULL,NULL,NULL,2.02E+18,USSD,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210708 00:43:54,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478993,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210726 11:40:52,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210717 10:30:21,STAMPTXADJ,DEB,0,NULL,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,0.67,0,4,7/18/2021 1:21,7/17/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210702 00:19:12,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210715 00:24:14,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210729 21:19:35,DEB,C-ROLLOVER-FAKKA8,NULL,EXT,1453,NULL,NULL,0,121,-28.53,NULL,NULL,NULL,2.02E+18,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
Qnig2waEGtW6FmPUq8bE1w==,2.02E+36,20210731 18:04:46,CRE,G-BUYWIN-UNITSGIFT,NULL,EXT,719,NULL,NULL,0,72,200,20210807,NULL,NULL,1.10E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210713 00:01:02,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210705 20:29:04,DEB,CLR-ROLLOVERMARD10RO,NULL,EXT,1453,NULL,NULL,0,11,-0.01,NULL,NULL,NULL,2.02E+18,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210730 00:35:25,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,424783,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210725 00:36:00,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,510414,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210728 00:35:55,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,505645,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210714 00:18:38,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210709 00:37:20,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,580781,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
Qnig2waEGtW6FmPUq8bE1w==,3.33E+37,20210721 16:53:45,DEB,EXPRIED,NULL,EXT,719,NULL,NULL,0,82,0,20210725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210707 00:43:46,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,473223,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210717 00:34:37,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,335547,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210731 00:20:08,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210719 00:04:25,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210709 00:34:54,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,362066,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210701 12:57:57,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210713 00:34:31,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339382,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210723 00:34:37,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,332583,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210715 08:16:12,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210707 00:35:58,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,519250,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210701 00:12:00,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210713 00:44:54,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,11,-0.075935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210715 00:43:06,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210710 00:37:22,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,588757,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210722 00:27:25,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210705 00:48:52,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,117,-13.875155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210705 00:48:52,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,113,-0.009063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210706 00:24:40,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210707 00:43:46,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,473223,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210701 00:44:07,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
/G+KCURIm0S20VgnABOL9Q==,3.66E+37,20210724 00:35:46,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,36,-0.00937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210716 00:34:34,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,332796,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210724 00:29:07,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210718 00:43:16,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,464129,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210712 00:34:30,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339312,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210721 11:34:20,DEB,010VOICEGIFT,-0.5,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
